number,count,count2,count3
1526,260,265,952
1527,1792,671,395
1528,1236,132,297
1529,285,437,1308
1530,1153,155,1192
1531,302,301,901
1532,25,795,509
1533,1771,256,867
1534,651,10,945
1535,718,373,123
1536,47,149,1321
1537,1796,717,1453
1538,1790,301,669
1539,922,109,259
1540,1590,195,478
1541,341,207,260
1542,1042,322,288
1543,1531,575,1412
1544,1158,430,1181
1545,719,665,1220
1546,200,764,1312
1547,1653,2,1234
1548,411,249,1178
1549,926,84,1224
1550,1067,269,499
1551,1084,413,1055
1552,655,579,625
1553,1655,511,268
1554,61,737,516
1555,696,672,424
1556,1000,598,1172
1557,127,600,167
1558,1786,210,786
1559,134,46,648
1560,1919,39,759
1561,1987,76,1251
1562,1265,635,718
1563,493,324,1426
1564,1537,19,961
1565,1616,160,1042
1566,738,306,599
1567,773,661,63
1568,1839,423,612
1569,1045,161,1402
1570,1151,522,451
1571,292,276,1109
1572,972,248,314
1573,93,346,1388
1574,900,379,1049
1575,892,632,1066
1576,1021,787,1437
1577,1686,639,547
1578,646,788,1237
1579,13,12,1292
1580,278,245,887
1581,232,194,743
1582,1819,179,868
1583,329,525,757
1584,77,268,1143
1585,992,70,254
1586,922,669,1097
1587,1053,160,235
1588,751,689,1276
1589,1575,264,1445
1590,940,129,2
1591,1637,16,1053
1592,933,36,547
1593,857,259,519
1594,1794,370,588
1595,1706,512,1282
1596,752,134,936
1597,880,248,464
1598,1612,666,1391
1599,71,20,95
1600,739,467,157
1601,124,382,653
1602,678,26,1373
1603,637,505,938
1604,994,680,328
1605,1141,509,1480
1606,1804,578,1448
1607,1996,549,1175
1608,1150,561,913
1609,906,715,241
1610,1743,672,1466
1611,1241,436,1448
1612,1584,411,1275
1613,732,371,1464
1614,1951,125,403
1615,806,622,727
1616,511,359,585
1617,90,457,1434
1618,822,154,153
1619,880,568,890
1620,1056,255,1437
1621,1310,586,113
1622,774,452,886
1623,394,225,117
1624,1966,625,718
1625,1382,231,1019
1626,951,590,1145
1627,540,122,788
1628,134,662,769
1629,223,468,808
1630,266,235,597
1631,516,419,627
1632,1460,278,168
1633,193,173,1343
1634,677,167,1371
1635,98,640,1450
1636,63,128,1292
1637,1547,207,764
1638,107,268,1498
1639,1230,680,596
1640,1520,20,1312
1641,1890,246,428
1642,1685,550,1460
1643,1615,522,1480
1644,908,372,462
1645,623,128,1243
1646,1625,83,111
1647,1755,800,1243
1648,1994,691,328
1649,1344,417,204
1650,709,443,1441
1651,1047,310,1064
1652,958,691,700
1653,968,491,1002
1654,276,505,427
1655,540,316,1205
1656,1844,767,1230
1657,1439,259,175
1658,762,246,973
1659,263,593,1476
1660,1887,718,1243
1661,1625,335,34
1662,364,469,1090
1663,425,73,112
1664,1001,599,1407
1665,1847,674,1484
1666,1417,419,1181
1667,1526,739,262
1668,153,342,318
1669,609,369,388
1670,185,256,224
1671,606,97,123
1672,54,397,231
1673,1660,575,660
1674,1715,731,737
1675,702,189,785
1676,1834,716,1018
1677,1793,73,1078
1678,298,735,973
1679,1603,224,996
1680,1623,321,1162
1681,1453,287,1482
1682,831,5,485
1683,272,590,82
1684,1572,43,1176
1685,880,554,1443
1686,1301,389,833
1687,1487,333,936
1688,1979,560,818
1689,98,463,213
1690,1754,440,844
1691,630,79,636
1692,1213,756,1182
1693,602,91,873
1694,1613,40,94
1695,945,652,1120
1696,1724,268,444
1697,783,155,763
1698,1907,276,1212
1699,1017,715,1357
1700,196,404,405
1701,506,177,1
1702,814,114,648
1703,1618,165,391
1704,352,155,607
1705,1972,621,602
1706,1192,159,1432
1707,1469,63,1226
1708,1401,723,328
1709,545,423,637
1710,1160,729,871
1711,925,634,1330
1712,1852,630,361
1713,451,558,43
1714,1688,795,271
1715,684,673,248
1716,1526,406,1327
1717,1758,438,417
1718,1807,105,102
1719,1337,518,477
1720,135,692,123
1721,415,714,692
1722,837,737,536
1723,761,188,578
1724,1313,760,988
1725,792,262,217
1726,1045,487,469
1727,1603,732,621
1728,648,620,826
1729,1991,190,405
1730,1802,22,330
1731,766,60,1403
1732,1158,489,1337
1733,1642,277,1494
1734,1124,397,659
1735,1590,30,42
1736,1907,761,175
1737,321,758,122
1738,335,112,583
1739,1151,435,650
1740,1340,129,390
1741,72,30,845
1742,1366,417,180
1743,1575,698,478
1744,738,472,97
1745,1460,42,1487
1746,69,419,1103
1747,1192,143,571
1748,1250,557,659
1749,975,591,1064
1750,809,171,1179
1751,833,638,382
1752,1757,415,755
1753,1017,315,1292
1754,810,26,1100
1755,275,342,13
1756,726,262,549
1757,653,753,458
1758,1062,48,1409
1759,1908,71,1347
1760,1682,619,23
1761,1881,699,1166
1762,1839,654,170
1763,843,67,84
1764,37,340,511
1765,304,43,41
1766,166,746,190
1767,1158,50,859
1768,144,166,700
1769,1638,258,756
1770,529,126,309
1771,1064,561,314
1772,56,350,127
1773,1020,260,174
1774,1842,733,21
1775,1295,139,1303
1776,1275,783,1221
1777,1670,717,1432
1778,1759,113,1162
1779,1236,590,559
1780,296,455,624
1781,274,591,1185
1782,1557,724,393
1783,1710,294,683
1784,305,663,1315
1785,839,179,1382
1786,539,658,396
1787,1425,667,1337
1788,1187,761,92
1789,817,326,1442
1790,1815,739,1384
1791,1267,432,1000
1792,1457,146,302
1793,1329,152,284
1794,1191,686,839
1795,572,141,1476
1796,250,520,1142
1797,1698,416,73
1798,758,484,1499
1799,1983,580,342
1800,709,206,299
1801,1460,15,218
1802,48,749,888
1803,1508,679,1066
1804,1459,758,787
1805,915,324,868
1806,289,642,303
1807,72,495,1329
1808,763,628,75
1809,1253,537,716
1810,768,283,485
1811,88,450,469
1812,736,568,938
1813,664,358,684
1814,174,692,1012
1815,853,24,169
1816,1753,322,15
1817,511,232,941
1818,138,253,748
1819,721,795,308
1820,1888,250,177
1821,1288,565,798
1822,1185,676,778
1823,1390,613,140
1824,1770,488,429
1825,804,82,266
1826,1994,512,941
1827,974,797,294
1828,1423,456,680
1829,1528,566,410
1830,1787,609,1012
1831,1380,195,561
1832,985,325,728
1833,667,241,924
1834,1337,362,1177
1835,380,21,1408
1836,1607,183,780
1837,1550,95,88
1838,1856,57,704
1839,1811,22,430
1840,844,761,836
1841,551,273,408
1842,490,396,1294
1843,1768,449,796
1844,664,518,1201
1845,516,286,280
1846,1371,402,1078
1847,1992,650,1449
1848,1006,385,698
1849,113,644,422
1850,160,103,1395
1851,1570,610,461
1852,389,383,945
1853,431,68,406
1854,848,398,995
1855,1387,43,302
1856,1538,441,634
1857,1529,370,1424
1858,527,264,11
1859,513,405,312
1860,1494,648,312
1861,1808,190,747
1862,1680,194,1185
1863,635,64,886
1864,872,157,53
1865,145,392,1183
1866,995,2,1144
1867,924,358,486
1868,841,631,907
1869,1434,454,603
1870,572,596,125
1871,1204,600,1251
1872,24,351,972
1873,1894,337,1222
1874,117,790,225
1875,1630,48,100
1876,908,306,1209
1877,1919,201,122
1878,4,70,351
1879,162,208,1336
1880,36,305,849
1881,702,687,503
1882,1270,402,91
1883,662,161,1124
1884,1760,348,166
1885,1686,294,864
1886,206,648,1321
1887,1571,433,1098
1888,1112,630,1076
1889,814,539,830
1890,281,745,1303
1891,642,626,374
1892,1157,451,518
1893,1793,97,447
1894,1406,722,529
1895,1457,552,1254
1896,57,439,892
1897,1870,613,431
1898,613,351,217
1899,1019,572,1481
1900,1990,529,1147
1901,1888,418,1141
1902,116,348,910
1903,1009,538,634
1904,337,450,637
1905,1991,781,1253
1906,1668,475,915
1907,1392,99,197
1908,575,393,1476
1909,1363,178,349
1910,331,736,1053
1911,1984,17,23
1912,1316,112,1192
1913,1438,644,973
1914,604,27,546
1915,1187,693,114
1916,577,261,1271
1917,538,488,26
1918,1400,316,997
1919,253,631,775
1920,1891,217,845
1921,324,118,952
1922,773,1,1066
1923,1612,96,1129
1924,363,796,52
1925,584,310,1208
1926,103,677,512
1927,1956,540,344
1928,1982,173,232
1929,499,58,1415
1930,1958,24,667
1931,238,646,1025
1932,95,767,818
1933,1715,256,1071
1934,1372,551,1090
1935,1000,505,128
1936,1646,750,315
1937,1216,408,920
1938,691,300,1017
1939,363,749,116
1940,512,677,217
1941,416,454,309
1942,1154,496,393
1943,1735,112,762
1944,783,68,1318
1945,992,330,1158
1946,1120,485,555
1947,753,704,740
1948,282,496,1321
1949,1941,275,573
1950,102,157,1072
1951,1134,211,627
1952,761,543,1482
1953,1841,385,423
1954,376,78,57
1955,1147,443,1054
1956,911,69,318
1957,1045,510,281
1958,1024,48,402
1959,550,260,1400
1960,1050,498,608
1961,419,358,300
1962,1469,59,306
1963,821,338,633
1964,170,54,1043
1965,1458,112,363
1966,202,30,758
1967,1474,164,372
1968,411,153,241
1969,1468,779,350
1970,524,686,1242
1971,131,788,1429
1972,679,188,1146
1973,407,665,1171
1974,1506,612,79
1975,1229,639,677
1976,819,631,887
1977,363,446,1121
1978,204,209,1470
1979,930,444,405
1980,742,248,1222
1981,1858,12,1323
1982,854,231,297
1983,1678,97,1402
1984,475,409,1166
1985,546,357,1245
1986,862,298,1223
1987,1353,71,1181
1988,805,746,647
1989,474,337,1131
1990,386,720,991
1991,27,304,54
1992,1854,759,121
1993,1981,335,1317
1994,1256,163,1204
1995,1575,389,1400
1996,1036,676,930
1997,599,638,595
1998,1618,107,1412
1999,1817,426,1037
2000,100,55,843
2001,414,542,412
2002,646,247,326
2003,1993,422,1116
2004,614,140,295
2005,968,326,736
2006,219,140,271
2007,856,616,433
2008,733,553,807
2009,1405,585,68
2010,1,369,1407
2011,412,468,699
2012,1846,57,405
2013,1288,771,354
2014,522,531,347
2015,661,341,394
2016,162,762,1211
2017,1398,691,862
2018,227,129,947
2019,1374,610,1157
2020,1684,243,531
2021,1588,248,567
2022,1764,733,414
2023,650,73,31
2024,1377,261,1181
2025,695,187,162
2026,995,16,726
2027,765,150,297
2028,128,662,390
2029,1470,63,41
2030,1566,765,637
2031,216,300,1306
2032,312,499,142
2033,321,464,313
2034,4,727,77
2035,216,634,1222
2036,1084,234,1228
2037,208,314,1035
2038,1666,572,915
2039,533,665,160
2040,102,350,51
2041,382,341,1405
2042,598,2,726
2043,1957,175,334
2044,246,534,1473
2045,108,612,1284
2046,1124,129,336
2047,1837,132,110
2048,141,307,1113
2049,1318,301,1067
2050,1401,69,1146
2051,1613,274,551
2052,1172,601,1160
2053,1068,425,47
2054,1825,498,1189
2055,1861,110,903
2056,314,251,900
2057,1111,223,477
2058,1300,448,1284
2059,1628,493,711
2060,976,755,593
2061,52,598,1018
2062,1939,682,125
2063,1869,582,104
2064,1987,132,929
2065,1267,110,1286
2066,704,758,827
2067,1811,64,779
2068,1275,257,285
2069,468,148,902
2070,1261,195,1275
2071,1745,162,437
2072,1133,81,1335
2073,1500,323,909
2074,1532,703,806
2075,1058,387,553
2076,249,365,342
2077,640,678,1125
2078,628,222,709
2079,186,746,755
2080,489,762,484
2081,1244,76,628
2082,1557,693,436
2083,910,33,927
2084,1638,432,820
2085,1377,728,1208
2086,1285,703,716
2087,1136,311,265
2088,124,201,1000
2089,991,434,834
2090,122,268,944
2091,807,738,504
2092,1118,397,990
2093,1036,81,112
2094,192,678,1287
2095,176,90,444
2096,586,347,1464
2097,1828,387,700
2098,1934,389,561
2099,181,334,208
2100,1222,342,23
2101,53,321,112
2102,1280,612,1339
2103,1108,108,791
2104,856,151,571
2105,891,269,1486
2106,377,423,1334
2107,468,157,1219
2108,1617,345,234
2109,724,153,832
2110,361,502,872
2111,1254,296,779
2112,558,476,681
2113,445,383,161
2114,1120,115,961
2115,57,64,1001
2116,1553,598,209
2117,1546,254,259
2118,1526,310,1038
2119,211,34,1147
2120,1155,782,1005
2121,1195,236,255
2122,990,603,1
2123,1810,703,376
2124,1740,57,1494
2125,1655,514,365
2126,1798,575,989
2127,1869,52,1004
2128,98,283,1045
2129,836,521,1135
2130,415,315,964
2131,890,378,917
2132,572,400,1219
2133,1042,214,303
2134,1933,698,161
2135,1149,84,1328
2136,897,746,1099
2137,1142,198,599
2138,1017,753,979
2139,504,578,210
2140,1467,689,1090
2141,240,669,1406
2142,1668,343,66
2143,408,702,730
2144,694,756,81
2145,362,706,1103
2146,492,212,126
2147,1593,363,902
2148,1712,423,643
2149,633,562,544
2150,1586,266,1437
2151,885,684,443
2152,1108,85,1069
2153,79,114,1465
2154,635,655,1369
2155,356,233,955
2156,4,524,1096
2157,1433,610,242
2158,1618,663,461
2159,1823,794,224
2160,61,100,648
2161,1543,697,729
2162,474,786,1448
2163,1457,18,1369
2164,1347,535,477
2165,1797,245,49
2166,132,512,267
2167,114,208,1415
2168,1030,676,1211
2169,466,18,1195
2170,953,41,410
2171,1357,270,1240
2172,1181,448,717
2173,1547,222,578
2174,1414,156,1013
2175,1120,104,543
2176,3,407,335
2177,1866,342,856
2178,593,472,524
2179,721,512,439
2180,876,731,584
2181,81,172,1336
2182,1769,635,1088
2183,1211,173,71
2184,166,83,761
2185,949,157,979
2186,671,496,1485
2187,1076,464,320
2188,815,417,1186
2189,1235,664,280
2190,960,103,1339
2191,795,379,386
2192,1655,760,1426
2193,64,444,321
2194,1635,335,698
2195,795,396,412
2196,851,198,468
2197,1155,744,500
2198,1359,259,434
2199,304,743,53
2200,182,623,1322
2201,1260,43,671
2202,920,550,197
2203,501,390,1293
2204,1766,139,1364
2205,1717,446,1159
2206,597,480,690
2207,80,529,80
2208,576,154,465
2209,470,719,263
2210,938,231,482
2211,839,75,1314
2212,421,323,320
2213,1271,266,314
2214,192,490,1189
2215,710,166,409
2216,918,532,488
2217,1654,364,751
2218,1585,703,548
2219,374,566,955
2220,308,700,824
2221,183,340,1152
2222,1775,751,272
2223,1189,110,747
2224,1225,201,24
2225,519,761,1213
2226,1543,514,251
2227,1404,261,970
2228,1598,256,1067
2229,290,136,571
2230,1183,749,1041
2231,896,347,684
2232,606,254,950
2233,1282,88,1168
2234,607,129,310
2235,502,527,1344
2236,1381,531,423
2237,1622,299,130
2238,1029,116,788
2239,1217,577,800
2240,1285,605,1
2241,649,256,1349
2242,1269,664,492
2243,1312,358,794
2244,1865,155,690
2245,841,786,538
2246,1839,508,891
2247,159,50,421
2248,580,248,1349
2249,1924,306,1435
2250,1549,124,1431
2251,1710,356,341
2252,597,224,49
2253,344,424,586
2254,140,679,791
2255,727,289,417
2256,1892,634,1366
2257,1201,398,179
2258,987,86,955
2259,1982,142,503
2260,285,299,1394
2261,1082,665,220
2262,28,402,566
2263,1739,443,1217
2264,691,633,405
2265,588,90,1084
2266,1502,514,1211
2267,1145,178,1481
2268,1579,27,683
2269,1988,618,1139
2270,123,370,1061
2271,1862,19,138
2272,1163,117,714
2273,881,479,834
2274,1396,472,400
2275,1360,18,1401
2276,599,767,397
2277,336,316,1125
2278,1725,264,1466
2279,351,54,535
2280,1164,796,48
2281,886,436,1081
2282,1205,583,16
2283,1641,28,16
2284,1223,88,1057
2285,1224,308,1260
2286,1035,790,749
2287,647,161,771
2288,975,194,1113
2289,691,606,99
2290,324,325,625
2291,1419,559,936
2292,1392,734,1185
2293,1757,166,376
2294,571,488,429
2295,955,440,1178
2296,1505,97,1246
2297,957,374,454
2298,640,761,219
2299,259,712,729
2300,530,471,524
2301,101,102,1191
2302,1443,62,1184
2303,1785,628,516
2304,1998,255,320
2305,1634,513,789
2306,781,215,1203
2307,1083,138,1019
2308,319,662,1021
2309,80,519,240
2310,1176,418,1001
2311,75,393,498
2312,841,527,824
2313,785,735,888
2314,13,217,1313
2315,1937,505,931
2316,751,136,1017
2317,161,678,1
2318,782,718,119
2319,91,332,990
2320,1257,363,432
2321,103,113,1260
2322,1265,545,1374
2323,497,276,438
2324,1666,396,274
2325,1971,578,1031
2326,1237,481,268
2327,19,80,1144
2328,1513,793,1287
2329,1162,779,556
2330,1749,695,759
2331,429,376,1336
2332,1735,304,1037
2333,33,13,163
2334,20,672,972
2335,187,51,214
2336,53,232,330
2337,11,277,250
2338,1181,205,1023
2339,776,223,526
2340,1295,172,1130
2341,820,86,1489
2342,1333,153,615
2343,1541,479,804
2344,1221,349,1498
2345,569,683,1029
2346,812,57,332
2347,1448,127,725
2348,1274,501,18
2349,900,586,116
2350,683,196,445
2351,661,638,689
2352,665,180,645
2353,1080,75,185
2354,1046,719,1021
2355,18,491,819
2356,65,286,1132
2357,167,371,1248
2358,1042,587,58
2359,1218,664,1272
2360,1107,120,391
2361,1585,767,839
2362,1296,692,658
2363,1705,119,585
2364,279,696,168
2365,378,499,760
2366,348,537,1364
2367,1837,205,1161
2368,672,214,942
2369,469,639,328
2370,583,179,143
2371,1612,658,973
2372,1327,549,252
2373,1591,440,98
2374,1207,396,907
2375,665,283,126
2376,1885,373,1371
2377,314,512,1485
2378,1812,146,1183
2379,67,296,1341
2380,225,413,1367
2381,522,99,233
2382,168,169,1201
2383,1495,677,8
2384,1783,192,1114
2385,1676,381,647
2386,482,157,1162
2387,1066,96,1130
2388,1324,219,975
2389,1216,362,918
2390,1060,544,744
2391,1758,55,1117
2392,1809,763,752
2393,921,87,540
2394,602,193,1334
2395,1110,746,933
2396,776,501,1346
2397,243,645,109
2398,1516,560,133
2399,86,584,697
2400,1769,770,809
2401,1070,572,1122
2402,1063,518,740
2403,1829,525,835
2404,980,347,1362
2405,898,388,929
2406,804,71,191
2407,683,316,414
2408,517,556,636
2409,347,317,470
2410,1386,527,1475
2411,119,665,798
2412,1506,12,911
2413,268,657,231
2414,1521,504,1456
2415,1209,126,835
2416,467,195,672
2417,1415,529,263
2418,410,260,39
2419,1213,77,1174
2420,1038,8,514
2421,1643,645,663
2422,446,750,395
2423,1569,353,123
2424,845,795,1418
2425,918,777,726
2426,967,338,772
2427,1885,55,1394
2428,1520,180,546
2429,687,331,225
2430,149,285,1145
2431,671,36,1300
2432,1276,490,1232
2433,823,25,941
2434,1548,109,629
2435,752,7,478
2436,1055,291,992
2437,1297,157,431
2438,1413,777,310
2439,1503,3,194
2440,887,654,528
2441,261,357,489
2442,105,283,581
2443,946,322,22
2444,735,628,1456
2445,521,791,1200
2446,176,287,43
2447,1255,453,1117
2448,627,367,241
2449,258,224,528
2450,127,655,789
2451,358,102,1498
2452,1440,774,798
2453,1825,538,331
2454,1872,25,1373
2455,1452,112,603
2456,906,172,578
2457,496,284,1231
2458,1399,438,1166
2459,1174,217,163
2460,428,661,1305
2461,263,472,1487
2462,304,466,999
2463,1897,697,633
2464,471,321,617
2465,1816,411,849
2466,1136,118,196
2467,1658,502,712
2468,1050,414,669
2469,1951,43,87
2470,887,380,490
2471,1369,782,233
2472,172,409,1350
2473,1322,265,1338
2474,1414,328,486
2475,693,774,1047
2476,383,247,1496
2477,1808,591,1465
2478,1807,49,389
2479,697,720,455
2480,1350,310,452
2481,563,8,1191
2482,643,516,1364
2483,594,798,684
2484,1379,563,384
2485,307,354,1197
2486,1997,329,4
2487,1286,127,641
2488,1887,29,1281
2489,1165,588,282
2490,1477,191,1412
2491,1160,543,1208
2492,1246,283,1235
2493,1295,729,1225
2494,1193,650,30
2495,390,380,142
2496,976,571,727
2497,1000,772,1107
2498,432,290,598
2499,314,389,1423
2500,1845,800,1154
2501,221,698,915
2502,767,392,1389
2503,1252,763,1477
2504,1317,646,940
2505,475,722,556
2506,446,738,610
2507,1405,244,401
2508,1118,398,1301
2509,1849,661,668
2510,1055,581,1053
2511,1094,478,630
2512,1522,293,890
2513,1880,175,393
2514,1255,320,469
2515,793,435,956
2516,247,468,975
2517,1602,721,1413
2518,1272,588,1328
2519,1175,224,475
2520,981,367,1253
2521,820,737,1332
2522,802,682,684
2523,436,695,427
2524,576,316,297
2525,312,558,862
2526,955,756,1004
2527,808,741,778
2528,1665,535,1407
2529,1491,86,779
2530,1534,340,852
2531,543,494,865
2532,1437,564,1165
2533,1762,274,278
2534,975,647,1490
2535,478,777,1242
2536,1533,695,593
2537,195,454,120
2538,1089,274,265
2539,140,574,1334
2540,850,591,296
2541,1619,440,666
2542,337,152,210
2543,1120,121,742
2544,606,332,1383
2545,449,507,1335
2546,600,530,1412
2547,376,723,221
2548,1494,720,580
2549,1361,42,65
2550,1528,341,1155
2551,882,65,725
2552,1220,464,221
2553,1633,523,1059
2554,1750,463,543
2555,1809,595,1404
2556,745,266,362
2557,1891,610,688
2558,1274,396,844
2559,864,571,790
2560,1844,103,1199
2561,938,702,1471
2562,1098,252,831
2563,364,89,1005
2564,762,139,243
2565,1292,169,561
2566,1948,344,263
2567,811,300,1249
2568,1190,94,7
2569,426,778,1054
2570,1607,76,1237
2571,720,777,1454
2572,1826,386,1356
2573,1747,211,159
2574,1400,476,800
2575,1324,109,1034
2576,1677,622,383
2577,537,675,947
2578,999,627,219
2579,1885,337,12
2580,1113,312,423
2581,215,628,444
2582,1108,31,1179
2583,899,64,350
2584,1641,477,79
2585,1607,379,36
2586,353,388,1006
2587,1978,737,337
2588,667,258,402
2589,1859,437,53
2590,573,553,711
2591,597,207,664
2592,544,800,1014
2593,1360,425,80
2594,1997,383,118
2595,5,395,1246
2596,941,357,555
2597,528,708,1112
2598,1937,776,370
2599,195,207,1231
2600,1545,673,753
2601,772,267,195
2602,1016,476,366
2603,1494,353,375
2604,795,187,1249
2605,1812,282,1100
2606,1567,506,687
2607,1860,477,59
2608,1294,135,24
2609,934,104,685
2610,1741,468,1348
2611,371,542,1117
2612,21,770,313
2613,389,582,261
2614,916,326,558
2615,435,655,731
2616,1354,240,1215
2617,1433,284,292
2618,1071,288,252
2619,523,645,715
2620,41,328,1294
2621,892,84,880
2622,693,11,730
2623,1875,285,1207
2624,696,472,1059
2625,1592,785,511
2626,501,144,435
2627,1370,798,434
2628,561,455,119
2629,933,42,423
2630,1462,116,1002
2631,1095,439,117
2632,1182,183,18
2633,926,799,1331
2634,190,565,1023
2635,366,194,1418
2636,185,387,433
2637,679,492,1318
2638,1758,530,413
2639,249,97,1183
2640,487,124,477
2641,1620,785,668
2642,129,471,756
2643,1098,654,724
2644,712,459,1157
2645,1926,95,239
2646,1767,480,213
2647,1502,710,1308
2648,615,364,1465
2649,1644,785,913
2650,417,661,315
2651,1144,600,395
2652,1406,368,1412
2653,9,566,361
2654,1971,324,656
2655,707,7,907
2656,1941,492,1493
2657,1788,63,1041
2658,1691,259,429
2659,725,161,577
2660,1703,268,1188
2661,1396,63,407
2662,1676,601,1371
2663,1239,665,1228
2664,669,411,1223
2665,509,314,833
2666,546,554,466
2667,1887,412,1316
2668,1410,528,630
2669,1759,470,137
2670,1704,635,949
2671,381,522,56
2672,114,711,926
2673,1667,50,1226
2674,254,768,1454
2675,1949,92,457
2676,402,714,1314
2677,689,544,293
2678,1247,533,469
2679,1475,183,45
2680,1041,267,1312
2681,1150,740,86
2682,1847,683,1440
2683,955,491,1323
2684,1416,363,1178
2685,324,714,190
2686,499,371,530
2687,1537,245,569
2688,156,264,565
2689,63,106,1091
2690,1252,790,514
2691,1405,310,919
2692,5,268,509
2693,779,679,824
2694,947,626,131
2695,672,352,904
2696,1438,510,683
2697,1214,699,947
2698,863,85,1213
2699,1389,615,1449
2700,1066,185,486
2701,1886,28,859
2702,1220,655,114
2703,875,149,1348
2704,1566,183,357
2705,1631,296,1302
2706,175,447,497
2707,844,493,780
2708,1787,407,211
2709,1048,344,1145
2710,1899,394,717
2711,1899,235,282
2712,1219,769,957
2713,1805,533,1034
2714,1255,493,1318
2715,1374,695,586
2716,884,731,1270
2717,544,174,1174
2718,835,26,964
2719,53,419,324
2720,1876,50,922
2721,1585,748,472
2722,47,286,1065
2723,293,178,188
2724,1003,279,1086
2725,1389,510,761
2726,815,514,699
2727,1865,218,1277
2728,577,13,755
2729,1718,207,312
2730,1748,37,545
2731,824,394,1289
2732,1375,625,1404
2733,695,638,514
2734,1834,415,1375
2735,1996,721,199
2736,202,127,1418
2737,595,433,805
2738,1330,466,144
2739,418,507,895
2740,269,621,1402
2741,1873,161,1043
2742,1322,373,672
2743,720,478,508
2744,77,163,1365
2745,654,103,672
2746,601,186,187
2747,42,246,1260
2748,1781,356,842
2749,45,556,245
2750,1148,620,354
2751,207,396,457
2752,257,784,872
2753,264,375,352
2754,1264,227,351
2755,19,280,815
2756,1628,687,1292
2757,1596,736,1196
2758,201,405,1237
2759,946,732,364
2760,1363,59,357
2761,513,283,35
2762,1820,403,597
2763,591,504,191
2764,337,47,158
2765,770,206,96
2766,1885,319,1460
2767,645,383,751
2768,991,146,1224
2769,1808,668,1194
2770,359,35,364
2771,1369,79,127
2772,1311,614,879
2773,155,218,578
2774,893,384,326
2775,512,298,73
2776,1771,385,1404
2777,311,193,896
2778,1763,26,1113
2779,1197,94,292
2780,640,766,44
2781,612,618,572
2782,919,112,825
2783,1614,274,917
2784,550,227,347
2785,411,32,1339
2786,1748,651,664
2787,595,241,838
2788,578,651,352
2789,320,123,467
2790,1614,508,785
2791,422,662,1446
2792,565,774,1296
2793,254,514,20
2794,631,512,288
2795,242,761,15
2796,1787,365,1295
2797,769,334,93
2798,237,141,1301
2799,649,513,786
2800,322,522,911
2801,1744,711,510
2802,1982,451,199
2803,1636,286,535
2804,438,291,569
2805,1909,559,94
2806,1870,20,1339
2807,1181,207,1345
2808,1127,308,379
2809,1208,463,848
2810,425,67,1277
2811,1607,329,1301
2812,1852,354,1372
2813,315,383,905
2814,143,164,1464
2815,212,675,864
2816,368,86,281
2817,1758,82,592
2818,19,761,835
2819,1243,23,319
2820,1881,163,319
2821,103,602,401
2822,1886,549,1219
2823,1582,13,942
2824,274,640,1252
2825,1882,271,337
2826,590,39,212
2827,785,287,225
2828,114,679,1387
2829,1098,303,1357
2830,1468,509,378
2831,924,111,1422
2832,1049,499,744
2833,274,76,454
2834,683,194,519
2835,913,239,220
2836,1095,367,163
2837,1946,475,886
2838,325,232,16
2839,1407,505,530
2840,502,166,34
2841,1376,540,761
2842,1781,429,25
2843,1868,673,969
2844,1614,367,86
2845,79,392,180
2846,1967,232,927
2847,1096,615,249
2848,1484,654,662
2849,520,669,74
2850,1697,109,577
2851,762,626,1047
2852,1083,457,891
2853,707,19,548
2854,1311,761,974
2855,345,391,411
2856,463,385,704
2857,581,392,1259
2858,1139,135,192
2859,1530,374,1402
2860,619,621,1276
2861,1139,421,311
2862,282,495,995
2863,1376,719,554
2864,612,178,981
2865,1238,230,23
2866,700,689,1381
2867,1835,202,1147
2868,1357,707,1303
2869,488,267,1399
2870,1880,81,23
2871,527,578,869
2872,858,564,362
2873,1691,69,1387
2874,343,369,398
2875,866,565,1368
2876,1919,226,776
2877,572,583,118
2878,1729,476,688
2879,355,466,1470
2880,544,108,1498
2881,1770,725,1021
2882,1317,175,1134
2883,900,203,1257
2884,1649,103,1034
2885,1522,285,933
2886,467,616,799
2887,806,695,1199
2888,1204,58,1286
2889,170,543,738
2890,51,475,788
2891,1728,148,1338
2892,1290,65,64
2893,1436,508,193
2894,1983,285,359
2895,32,62,345
2896,1904,784,561
2897,1856,685,402
2898,268,94,1102
2899,603,455,1466
2900,679,520,234
2901,1658,399,93
2902,584,594,1165
2903,331,608,1156
2904,623,247,1456
2905,735,707,1461
2906,787,175,748
2907,1369,214,1055
2908,1510,340,1224
2909,999,299,1378
2910,74,577,88
2911,1354,684,517
2912,536,553,658
2913,931,45,1292
2914,1805,342,1160
2915,1335,638,953
2916,242,501,331
2917,1030,761,1399
2918,863,379,98
2919,1463,494,1156
2920,1787,564,1122
2921,671,545,449
2922,1846,530,27
2923,1317,66,1270
2924,1067,631,510
2925,1210,60,1373
2926,10,449,187
2927,1050,386,127
2928,1808,197,969
2929,94,789,1218
2930,483,780,82
2931,1153,775,499
2932,571,244,1188
2933,1759,77,919
2934,1522,273,621
2935,860,111,47
2936,565,238,1154
2937,1942,671,183
2938,787,122,305
2939,1018,619,719
2940,1772,570,516
2941,1752,736,364
2942,236,712,684
2943,1336,546,1180
2944,125,81,572
2945,453,185,965
